outdeg1 indeg1 totaldeg1 outdeg2 indeg2 totaldeg2 totaldeg
1 0 1 4 0 4 5
1 0 1 3 1 4 5
2 1 3 2 2 4 7
41 0 41 4 0 4 45
1 0 1 4 0 4 5
1 0 1 3 1 4 5
2 1 3 4 0 4 7
1 2 3 4 0 4 7
1 0 1 4 0 4 5
1 0 1 3 1 4 5
3 0 3 3 1 4 7
1 0 1 4 0 4 5
1 0 1 3 1 4 5
1 0 1 4 0 4 5
1 0 1 3 1 4 5
1 0 1 4 0 4 5
1 0 1 4 0 4 5
1 0 1 3 1 4 5
3 1 4 4 0 4 8
136 0 136 3 1 4 140
1 0 1 4 0 4 5
1 0 1 3 1 4 5
1 0 1 4 0 4 5
1 0 1 3 1 4 5
1 0 1 4 0 4 5
1 0 1 3 1 4 5
2 0 2 4 0 4 6
2 0 2 3 1 4 6
1 1 2 4 0 4 6
1 1 2 3 1 4 6
1 0 1 4 0 4 5
1 0 1 3 1 4 5
1 0 1 4 0 4 5
1 0 1 3 1 4 5
1 0 1 4 0 4 5
1 0 1 3 1 4 5
3 2 5 4 0 4 9
3 1 4 3 1 4 8
1 0 1 4 0 4 5
1 0 1 4 0 4 5
1 0 1 3 1 4 5
3 0 3 4 0 4 7
1 0 1 4 0 4 5
1 0 1 3 1 4 5
1 0 1 4 0 4 5
1 0 1 3 1 4 5
3 1 4 4 0 4 8
3 1 4 3 1 4 8
2 1 3 3 1 4 7
2 1 3 2 2 4 7
2 1 3 4 0 4 7
1 2 3 4 0 4 7
2 0 2 3 1 4 6
1 1 2 3 1 4 6
1 0 1 4 0 4 5
1 0 1 3 1 4 5
2 2 4 4 0 4 8
2 1 3 2 2 4 7
2 1 3 3 1 4 7
3 1 4 4 0 4 8
2 1 3 3 1 4 7
2 1 3 4 0 4 7
1 2 3 4 0 4 7
1 0 1 4 0 4 5
1 0 1 3 1 4 5
3 0 3 3 1 4 7
3 0 3 4 0 4 7
2 1 3 3 1 4 7
3 0 3 4 0 4 7
3 0 3 3 1 4 7
3 0 3 3 1 4 7
1 0 1 4 0 4 5
1 0 1 3 1 4 5
3 1 4 4 0 4 8
2 1 3 3 1 4 7
3 1 4 4 0 4 8
2 1 3 3 1 4 7
2 1 3 4 0 4 7
1 2 3 4 0 4 7
2 1 3 4 0 4 7
1 2 3 4 0 4 7
2 1 3 3 1 4 7
2 2 4 4 0 4 8
1 0 1 3 1 4 5
1 0 1 4 0 4 5
1 0 1 3 1 4 5
2 2 4 4 0 4 8
1 1 2 3 1 4 6
1 0 1 4 0 4 5
5 0 5 4 0 4 9
0 1 1 4 0 4 5
1 0 1 4 0 4 5
1 0 1 4 0 4 5
1 0 1 4 0 4 5
1 0 1 4 0 4 5
1 0 1 4 0 4 5
4 0 4 4 0 4 8
31 0 31 3 1 4 35
1 0 1 4 0 4 5
6 0 6 4 0 4 10
4 0 4 4 0 4 8
3 0 3 4 0 4 7
1 0 1 4 0 4 5
6 0 6 3 1 4 10
1 0 1 3 1 4 5
2 0 2 2 2 4 6
2 0 2 4 0 4 6
1 0 1 4 0 4 5
4 0 4 4 0 4 8
1 0 1 4 0 4 5
1 0 1 3 1 4 5
1 0 1 2 2 4 5
1 0 1 4 0 4 5
1 0 1 3 1 4 5
1 0 1 2 2 4 5
1 0 1 4 0 4 5
1 0 1 3 1 4 5
1 0 1 4 0 4 5
1 0 1 4 0 4 5
1 0 1 3 1 4 5
1 0 1 2 2 4 5
1 0 1 1 3 4 5
1 1 2 4 0 4 6
1 2 3 3 1 4 7
1 0 1 2 2 4 5
1 1 2 1 3 4 6
1 0 1 4 0 4 5
1 0 1 3 1 4 5
1 0 1 2 2 4 5
1 0 1 4 0 4 5
1 0 1 3 1 4 5
1 0 1 2 2 4 5
1 0 1 1 3 4 5
1 0 1 3 1 4 5
1 0 1 4 0 4 5
1 0 1 3 1 4 5
1 0 1 2 2 4 5
1 0 1 1 3 4 5
1 0 1 4 0 4 5
1 0 1 3 1 4 5
2 0 2 2 2 4 6
1 1 2 2 2 4 6
1 0 1 4 0 4 5
1 0 1 3 1 4 5
1 0 1 4 0 4 5
1 0 1 3 1 4 5
1 0 1 2 2 4 5
1 0 1 4 0 4 5
1 0 1 3 1 4 5
1 0 1 2 2 4 5
1 0 1 3 1 4 5
1 0 1 4 0 4 5
1 0 1 4 0 4 5
2 1 3 2 2 4 7
1 0 1 4 0 4 5
1 0 1 3 1 4 5
1 0 1 2 2 4 5
1 0 1 5 0 5 6
3 1 4 5 0 5 9
2 2 4 5 0 5 9
1 3 4 5 0 5 9
0 4 4 5 0 5 9
3 0 3 5 0 5 8
3 0 3 5 0 5 8
2 0 2 5 0 5 7
1 1 2 5 0 5 7
2 0 2 4 1 5 7
2 0 2 5 0 5 7
1 1 2 5 0 5 7
2 0 2 5 0 5 7
1 1 2 5 0 5 7
2 1 3 5 0 5 8
2 1 3 4 1 5 8
2 0 2 5 0 5 7
2 0 2 5 0 5 7
2 0 2 4 1 5 7
2 0 2 3 2 5 7
2 0 2 4 1 5 7
2 0 2 3 2 5 7
2 1 3 5 0 5 8
2 1 3 4 1 5 8
2 0 2 4 1 5 7
1 1 2 4 1 5 7
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
1 2 3 4 1 5 8
1 2 3 4 1 5 8
1 2 3 4 1 5 8
3 1 4 5 0 5 9
2 1 3 4 1 5 8
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
3 1 4 4 1 5 9
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
1 2 3 4 1 5 8
3 1 4 5 0 5 9
2 1 3 4 1 5 8
3 0 3 3 2 5 8
2 2 4 4 1 5 9
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
2 0 2 3 2 5 7
1 1 2 4 1 5 7
1 1 2 3 2 5 7
1 1 2 5 0 5 7
1 1 2 4 1 5 7
1 1 2 3 2 5 7
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
2 0 2 4 1 5 7
1 1 2 4 1 5 7
2 0 2 3 2 5 7
1 1 2 3 2 5 7
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
3 0 3 4 1 5 8
1 2 3 5 0 5 8
1 2 3 4 1 5 8
2 1 3 5 0 5 8
1 2 3 5 0 5 8
3 1 4 5 0 5 9
2 1 3 4 1 5 8
3 2 5 4 1 5 10
1 2 3 4 1 5 8
1 2 3 3 2 5 8
1 2 3 5 0 5 8
1 2 3 4 1 5 8
1 2 3 4 1 5 8
3 0 3 5 0 5 8
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
1 2 3 4 1 5 8
1 2 3 4 1 5 8
2 1 3 3 2 5 8
3 0 3 5 0 5 8
3 1 4 5 0 5 9
3 0 3 3 2 5 8
3 1 4 5 0 5 9
2 1 3 4 1 5 8
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
2 0 2 3 2 5 7
1 1 2 3 2 5 7
1 2 3 4 1 5 8
2 1 3 3 2 5 8
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
1 2 3 4 1 5 8
1 0 1 3 2 5 6
2 1 3 2 3 5 8
1 2 3 4 1 5 8
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
3 2 5 4 1 5 10
1 1 2 5 0 5 7
1 1 2 4 1 5 7
1 1 2 3 2 5 7
1 0 1 4 1 5 6
0 1 1 5 0 5 6
0 1 1 4 1 5 6
0 1 1 3 2 5 6
0 1 1 2 3 5 6
0 1 1 1 4 5 6
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
1 0 1 2 3 5 6
1 0 1 1 4 5 6
6 0 6 5 0 5 11
5 1 6 5 0 5 11
4 2 6 5 0 5 11
0 1 1 3 2 5 6
0 1 1 3 2 5 6
1 0 1 3 2 5 6
1 0 1 2 3 5 6
1 0 1 5 0 5 6
1 0 1 5 0 5 6
1 9 10 2 3 5 15
1 0 1 5 0 5 6
1 0 1 5 0 5 6
1 0 1 5 0 5 6
1 0 1 5 0 5 6
32 0 32 5 0 5 37
10 0 10 5 0 5 15
8 0 8 3 2 5 13
6 0 6 4 1 5 11
1 2 3 4 1 5 8
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 3 4 1 4 5 9
1 0 1 5 0 5 6
2 0 2 5 0 5 7
1 0 1 4 1 5 6
0 1 1 5 0 5 6
0 1 1 4 1 5 6
0 1 1 3 2 5 6
0 1 1 2 3 5 6
8 0 8 4 1 5 13
4 0 4 4 1 5 9
4 0 4 3 2 5 9
1 0 1 5 0 5 6
3 0 3 5 0 5 8
3 0 3 5 0 5 8
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 4 1 5 6
1 0 1 5 0 5 6
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
1 0 1 2 3 5 6
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
1 0 1 2 3 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
1 0 1 2 3 5 6
1 0 1 4 1 5 6
1 0 1 5 0 5 6
1 0 1 5 0 5 6
1 1 2 4 1 5 7
1 0 1 3 2 5 6
1 0 1 2 3 5 6
32 0 32 5 0 5 37
31 1 32 5 0 5 37
30 2 32 5 0 5 37
29 3 32 5 0 5 37
28 4 32 5 0 5 37
27 5 32 5 0 5 37
26 6 32 5 0 5 37
25 7 32 5 0 5 37
24 8 32 5 0 5 37
23 9 32 5 0 5 37
22 10 32 5 0 5 37
21 11 32 5 0 5 37
20 12 32 5 0 5 37
19 13 32 5 0 5 37
18 14 32 5 0 5 37
17 15 32 5 0 5 37
16 16 32 5 0 5 37
15 17 32 5 0 5 37
14 18 32 5 0 5 37
13 19 32 5 0 5 37
12 20 32 5 0 5 37
11 21 32 5 0 5 37
10 22 32 5 0 5 37
9 23 32 5 0 5 37
8 24 32 5 0 5 37
7 25 32 5 0 5 37
6 26 32 5 0 5 37
5 27 32 5 0 5 37
4 28 32 5 0 5 37
3 29 32 5 0 5 37
2 30 32 5 0 5 37
1 31 32 5 0 5 37
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
1 0 1 2 3 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
1 0 1 3 2 5 6
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
1 0 1 2 3 5 6
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 1 4 5 6
1 0 1 2 3 5 6
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
1 0 1 2 3 5 6
1 0 1 1 4 5 6
1 0 1 4 1 5 6
1 1 2 3 2 5 7
1 0 1 2 3 5 6
1 0 1 1 4 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
1 0 1 2 3 5 6
1 0 1 1 4 5 6
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
1 0 1 2 3 5 6
0 1 1 5 0 5 6
0 1 1 4 1 5 6
0 1 1 3 2 5 6
0 1 1 2 3 5 6
0 1 1 1 4 5 6
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 3 2 5 6
1 0 1 2 3 5 6
1 0 1 6 0 6 7
2 0 2 5 1 6 8
2 0 2 5 1 6 8
2 1 3 6 0 6 9
1 2 3 6 0 6 9
2 1 3 6 0 6 9
1 2 3 6 0 6 9
3 0 3 6 0 6 9
2 0 2 6 0 6 8
2 0 2 5 1 6 8
2 0 2 4 2 6 8
2 0 2 3 3 6 8
3 1 4 6 0 6 10
2 0 2 6 0 6 8
1 1 2 6 0 6 8
3 0 3 5 1 6 9
3 1 4 5 1 6 10
3 1 4 6 0 6 10
2 1 3 5 1 6 9
2 0 2 5 1 6 8
1 1 2 5 1 6 8
1 2 3 4 2 6 9
1 2 3 5 1 6 9
1 2 3 4 2 6 9
1 1 2 6 0 6 8
1 1 2 5 1 6 8
1 1 2 4 2 6 8
1 1 2 3 3 6 8
3 1 4 5 1 6 10
2 1 3 4 2 6 9
3 1 4 5 1 6 10
2 1 3 4 2 6 9
3 1 4 6 0 6 10
2 1 3 4 2 6 9
3 1 4 5 1 6 10
2 1 3 3 3 6 9
3 3 6 6 0 6 12
3 1 4 6 0 6 10
