outdeg1 indeg1 totaldeg1 outdeg2 indeg2 totaldeg2 totaldeg
35 1 36 685 47 732 768
16 1 17 690 43 733 750
29 0 29 687 48 735 764
11 0 11 697 43 740 751
31 4 35 694 49 743 778
40 7 47 695 48 743 790
37 5 42 693 51 744 786
22 3 25 703 42 745 770
9 1 10 702 46 748 758
17 0 17 714 34 748 765
35 15 50 696 53 749 799
15 3 18 703 47 750 768
9 1 10 703 48 751 761
58 4 62 691 61 752 814
26 2 28 708 44 752 780
13 1 14 706 49 755 769
24 3 27 714 41 755 782
37 4 41 696 60 756 797
29 5 34 687 70 757 791
16 1 17 727 31 758 775
25 13 38 710 48 758 796
21 0 21 714 46 760 781
12 4 16 706 54 760 776
21 0 21 705 55 760 781
29 1 30 693 67 760 790
19 2 21 702 59 761 782
25 0 25 731 34 765 790
30 1 31 705 62 767 798
25 3 28 693 74 767 795
30 1 31 702 66 768 799
16 1 17 714 55 769 786
15 2 17 704 65 769 786
28 2 30 735 34 769 799
28 4 32 703 67 770 802
29 1 30 742 29 771 801
31 3 34 732 41 773 807
19 1 20 709 65 774 794
8 0 8 763 12 775 783
12 1 13 764 17 781 794
19 0 19 755 28 783 802
25 3 28 719 67 786 814
39 4 43 714 74 788 831
36 7 43 715 73 788 831
21 2 23 753 35 788 811
21 9 30 726 62 788 818
25 1 26 754 35 789 815
18 0 18 741 48 789 807
18 0 18 767 22 789 807
18 2 20 767 23 790 810
19 3 22 727 65 792 814
23 3 26 716 77 793 819
17 1 18 756 38 794 812
30 1 31 752 43 795 826
54 5 59 713 84 797 856
33 3 36 728 70 798 834
25 4 29 722 77 799 828
56 5 61 716 83 799 860
29 9 38 722 77 799 837
34 6 40 723 76 799 839
22 0 22 775 25 800 822
38 5 43 768 34 802 845
56 6 62 713 90 803 865
52 3 55 714 90 804 859
30 4 34 718 86 804 838
18 2 20 745 60 805 825
42 1 43 716 91 807 850
27 5 32 743 64 807 839
19 0 19 781 27 808 827
55 8 63 722 87 809 872
17 5 22 727 82 809 831
14 1 15 734 80 814 829
34 4 38 727 89 816 854
32 9 41 730 87 817 858
20 3 23 777 40 817 840
27 2 29 747 70 817 846
40 6 46 728 91 819 865
36 2 38 767 53 820 858
26 2 28 729 91 820 848
21 2 23 732 89 821 844
23 3 26 764 58 822 848
33 0 33 724 99 823 856
19 4 23 733 92 825 848
39 4 43 725 101 826 869
18 3 21 732 94 826 847
22 0 22 796 31 827 849
14 1 15 732 97 829 844
11 1 12 803 26 829 841
32 3 35 735 95 830 865
27 0 27 803 28 831 858
24 4 28 727 105 832 860
17 1 18 781 52 833 851
40 7 47 738 97 835 882
25 3 28 736 100 836 864
26 4 30 737 99 836 866
34 2 36 729 108 837 873
18 7 25 749 88 837 862
39 3 42 784 53 837 879
27 2 29 738 103 841 870
21 1 22 769 72 841 863
25 9 34 728 113 841 875
20 2 22 738 104 842 864
62 17 79 734 108 842 921
42 6 48 730 113 843 891
36 3 39 786 60 846 885
42 1 43 792 55 847 890
23 6 29 762 86 848 877
24 15 39 749 99 848 887
22 0 22 811 37 848 870
23 2 25 793 56 849 874
30 9 39 745 104 849 888
13 1 14 800 50 850 864
20 0 20 794 57 851 871
21 2 23 737 115 852 875
30 6 36 744 109 853 889
26 4 30 741 113 854 884
28 3 31 793 61 854 885
36 2 38 733 121 854 892
34 4 38 738 117 855 893
21 3 24 738 117 855 879
23 3 26 782 74 856 882
25 3 28 783 74 857 885
32 1 33 780 78 858 891
42 2 44 793 65 858 902
64 8 72 734 126 860 932
48 10 58 739 121 860 918
32 5 37 737 123 860 897
57 12 69 742 120 862 931
29 6 35 737 125 862 897
33 2 35 733 131 864 899
20 2 22 796 68 864 886
72 27 99 741 123 864 963
39 12 51 756 110 866 917
28 1 29 722 144 866 895
36 11 47 742 125 867 914
34 6 40 734 133 867 907
32 13 45 744 124 868 913
16 0 16 810 59 869 885
37 6 43 734 135 869 912
32 1 33 802 68 870 903
35 11 46 740 130 870 916
13 1 14 809 61 870 884
17 8 25 741 130 871 896
27 0 27 804 67 871 898
38 9 47 732 140 872 919
27 7 34 733 139 872 906
86 25 111 745 129 874 985
22 1 23 810 64 874 897
26 2 28 780 94 874 902
31 6 37 760 117 877 914
74 25 99 740 137 877 976
34 4 38 832 46 878 916
21 1 22 803 76 879 901
21 3 24 738 141 879 903
21 1 22 780 101 881 903
29 7 36 773 109 882 918
65 15 80 739 143 882 962
29 5 34 736 147 883 917
37 7 44 729 154 883 927
20 0 20 803 82 885 905
39 0 39 826 61 887 926
24 14 38 748 141 889 927
32 3 35 803 87 890 925
48 9 57 739 153 892 949
28 7 35 743 149 892 927
65 18 83 734 159 893 976
59 36 95 757 137 894 989
39 5 44 740 154 894 938
59 31 90 759 135 894 984
78 23 101 744 151 895 996
28 9 37 739 157 896 933
21 0 21 809 87 896 917
51 9 60 737 160 897 957
42 11 53 733 164 897 950
39 4 43 794 103 897 940
163 133 296 817 81 898 1194
28 2 30 830 68 898 928
48 9 57 807 91 898 955
24 12 36 742 156 898 934
37 5 42 810 89 899 941
28 0 28 830 69 899 927
21 1 22 808 91 899 921
32 8 40 785 116 901 941
24 4 28 766 135 901 929
30 12 42 805 96 901 943
89 41 130 762 140 902 1032
25 6 31 814 88 902 933
26 11 37 748 155 903 940
41 24 65 754 149 903 968
91 56 147 753 151 904 1051
23 10 33 759 145 904 937
26 9 35 732 172 904 939
39 6 45 810 95 905 950
69 39 108 753 152 905 1013
35 2 37 825 80 905 942
33 2 35 823 86 909 944
61 20 81 744 167 911 992
44 11 55 727 185 912 967
21 2 23 825 87 912 935
30 11 41 736 176 912 953
15 5 20 746 168 914 934
30 16 46 761 154 915 961
51 20 71 742 173 915 986
56 9 65 797 118 915 980
68 35 103 754 164 918 1021
32 2 34 809 111 920 954
43 5 48 791 129 920 968
52 35 87 760 160 920 1007
25 5 30 824 96 920 950
23 13 36 758 162 920 956
25 2 27 748 172 920 947
32 14 46 742 178 920 966
54 29 83 757 164 921 1004
35 15 50 748 173 921 971
18 7 25 750 172 922 947
51 26 77 754 169 923 1000
49 3 52 805 118 923 975
50 0 50 828 95 923 973
18 1 19 833 91 924 943
31 21 52 747 178 925 977
34 0 34 833 94 927 961
36 25 61 747 180 927 988
16 8 24 728 200 928 952
112 92 204 786 142 928 1132
53 17 70 742 187 929 999
31 15 46 746 184 930 976
34 19 53 740 190 930 983
65 43 108 754 176 930 1038
52 19 71 792 139 931 1002
16 0 16 845 86 931 947
22 0 22 841 91 932 954
38 1 39 826 107 933 972
50 6 56 823 111 934 990
41 27 68 754 181 935 1003
29 16 45 742 193 935 980
24 0 24 825 110 935 959
35 2 37 826 110 936 973
34 7 41 802 135 937 978
96 92 188 782 155 937 1125
35 0 35 840 97 937 972
40 5 45 808 130 938 983
39 27 66 738 200 938 1004
31 7 38 795 143 938 976
40 17 57 753 186 939 996
27 0 27 819 120 939 966
36 23 59 749 190 939 998
33 3 36 812 128 940 976
22 12 34 744 196 940 974
19 3 22 720 220 940 962
21 5 26 804 140 944 970
42 11 53 787 157 944 997
53 10 63 795 149 944 1007
28 9 37 742 202 944 981
47 46 93 766 179 945 1038
24 11 35 739 206 945 980
21 2 23 810 136 946 969
17 8 25 735 212 947 972
45 3 48 801 146 947 995
34 5 39 820 127 947 986
44 31 75 738 209 947 1022
44 3 47 794 153 947 994
55 9 64 779 169 948 1012
58 58 116 760 188 948 1064
21 2 23 828 121 949 972
61 67 128 770 180 950 1078
31 19 50 736 214 950 1000
32 41 73 747 203 950 1023
40 13 53 773 177 950 1003
41 7 48 801 151 952 1000
41 13 54 816 137 953 1007
34 8 42 808 146 954 996
45 10 55 791 163 954 1009
45 13 58 793 162 955 1013
37 21 58 730 225 955 1013
54 2 56 799 156 955 1011
47 5 52 825 130 955 1007
23 1 24 838 117 955 979
36 6 42 811 145 956 998
56 2 58 826 132 958 1016
25 0 25 796 162 958 983
44 13 57 780 178 958 1015
46 46 92 750 209 959 1051
32 11 43 807 152 959 1002
42 31 73 741 219 960 1033
31 3 34 805 155 960 994
24 1 25 811 149 960 985
47 1 48 812 149 961 1009
43 24 67 742 219 961 1028
40 7 47 795 167 962 1009
79 91 170 789 173 962 1132
37 3 40 791 174 965 1005
53 4 57 809 156 965 1022
52 59 111 757 210 967 1078
39 14 53 779 188 967 1020
64 64 128 766 201 967 1095
33 3 36 811 157 968 1004
31 20 51 744 224 968 1019
18 10 28 728 240 968 996
45 32 77 750 218 968 1045
29 4 33 819 150 969 1002
54 15 69 791 180 971 1040
19 5 24 800 171 971 995
33 10 43 756 215 971 1014
28 23 51 753 219 972 1023
29 27 56 749 223 972 1028
34 27 61 751 221 972 1033
24 7 31 743 230 973 1004
46 44 90 751 222 973 1063
55 60 115 750 224 974 1089
55 1 56 806 168 974 1030
40 20 60 796 178 974 1034
32 33 65 738 237 975 1040
54 54 108 740 235 975 1083
35 0 35 818 158 976 1011
32 16 48 723 254 977 1025
48 6 54 818 160 978 1032
26 26 52 732 246 978 1030
39 51 90 752 226 978 1068
49 12 61 777 201 978 1039
39 1 40 810 169 979 1019
38 63 101 755 224 979 1080
31 29 60 721 258 979 1039
24 26 50 729 252 981 1031
21 12 33 733 248 981 1014
64 17 81 783 198 981 1062
36 2 38 796 185 981 1019
38 2 40 797 184 981 1021
59 14 73 795 186 981 1054
40 6 46 786 196 982 1028
41 12 53 787 195 982 1035
20 14 34 739 244 983 1017
62 115 177 783 200 983 1160
47 61 108 765 219 984 1092
42 17 59 757 227 984 1043
46 7 53 795 189 984 1037
42 6 48 776 209 985 1033
31 41 72 745 240 985 1057
31 12 43 759 228 987 1030
30 0 30 800 187 987 1017
42 20 62 773 214 987 1049
32 43 75 745 242 987 1062
34 2 36 800 187 987 1023
35 12 47 790 198 988 1035
34 23 57 772 218 990 1047
26 20 46 736 254 990 1036
101 180 281 798 193 991 1272
71 15 86 792 199 991 1077
47 1 48 799 193 992 1040
55 6 61 788 204 992 1053
57 125 182 780 212 992 1174
17 14 31 722 270 992 1023
50 3 53 789 205 994 1047
49 3 52 792 202 994 1046
38 11 49 765 229 994 1043
32 48 80 724 272 996 1076
51 8 59 776 221 997 1056
41 2 43 803 195 998 1041
55 131 186 768 230 998 1184
46 5 51 790 209 999 1050
54 7 61 769 230 999 1060
50 17 67 790 209 999 1066
45 12 57 776 224 1000 1057
70 18 88 771 230 1001 1089
24 29 53 721 280 1001 1054
41 2 43 800 201 1001 1044
21 21 42 717 285 1002 1044
32 35 67 733 271 1004 1071
44 2 46 811 193 1004 1050
37 8 45 784 220 1004 1049
21 4 25 787 217 1004 1029
42 7 49 764 240 1004 1053
38 4 42 777 228 1005 1047
59 22 81 759 246 1005 1086
43 0 43 782 223 1005 1048
37 2 39 779 226 1005 1044
35 7 42 761 244 1005 1047
42 15 57 760 246 1006 1063
35 9 44 756 251 1007 1051
46 12 58 765 243 1008 1066
26 10 36 795 213 1008 1044
45 18 63 754 254 1008 1071
29 13 42 769 240 1009 1051
24 24 48 738 272 1010 1058
52 11 63 747 265 1012 1075
52 108 160 759 253 1012 1172
29 2 31 771 243 1014 1045
27 24 51 736 278 1014 1065
34 5 39 773 241 1014 1053
42 10 52 748 266 1014 1066
44 1 45 781 233 1014 1059
35 4 39 771 244 1015 1054
46 1 47 766 249 1015 1062
43 26 69 755 261 1016 1085
41 3 44 781 235 1016 1060
39 3 42 774 243 1017 1059
31 3 34 773 245 1018 1052
340 35 375 518 500 1018 1393
35 5 40 733 285 1018 1058
18 31 49 724 295 1019 1068
51 10 61 774 245 1019 1080
41 15 56 761 259 1020 1076
39 67 106 744 276 1020 1126
34 65 99 743 277 1020 1119
41 9 50 766 255 1021 1071
24 43 67 728 293 1021 1088
47 19 66 765 256 1021 1087
54 10 64 757 265 1022 1086
51 10 61 758 265 1023 1084
24 22 46 716 308 1024 1070
38 83 121 747 277 1024 1145
40 0 40 742 282 1024 1064
325 25 350 518 507 1025 1375
29 4 33 755 270 1025 1058
46 6 52 756 269 1025 1077
34 9 43 770 255 1025 1068
60 2 62 740 286 1026 1088
54 107 161 752 274 1026 1187
50 7 57 744 282 1026 1083
24 35 59 711 316 1027 1086
39 11 50 736 291 1027 1077
28 6 34 765 263 1028 1062
40 69 109 731 298 1029 1138
54 7 61 752 277 1029 1090
49 3 52 758 272 1030 1082
39 2 41 749 281 1030 1071
53 34 87 718 312 1030 1117
31 62 93 729 302 1031 1124
29 57 86 721 311 1032 1118
36 2 38 760 272 1032 1070
62 20 82 737 295 1032 1114
50 14 64 727 305 1032 1096
32 3 35 751 281 1032 1067
32 47 79 714 319 1033 1112
28 40 68 711 322 1033 1101
42 3 45 734 299 1033 1078
51 19 70 731 303 1034 1104
25 47 72 718 316 1034 1106
38 10 48 741 294 1035 1083
20 11 31 694 341 1035 1066
305 39 344 510 526 1036 1380
310 28 338 504 533 1037 1375
66 7 73 725 312 1037 1110
34 53 87 716 322 1038 1125
49 23 72 727 311 1038 1110
59 20 79 723 315 1038 1117
36 9 45 736 303 1039 1084
37 6 43 740 299 1039 1082
23 38 61 713 327 1040 1101
291 37 328 515 525 1040 1368
93 40 133 704 336 1040 1173
35 3 38 743 297 1040 1078
39 3 42 723 318 1041 1083
28 13 41 733 309 1042 1083
42 6 48 731 311 1042 1090
42 68 110 700 342 1042 1152
72 8 80 708 334 1042 1122
25 33 58 684 359 1043 1101
46 2 48 715 328 1043 1091
24 29 53 687 357 1044 1097
58 8 66 730 315 1045 1111
37 13 50 727 318 1045 1095
50 9 59 708 337 1045 1104
23 46 69 693 353 1046 1115
77 44 121 703 343 1046 1167
55 18 73 711 336 1047 1120
66 62 128 693 354 1047 1175
35 7 42 711 336 1047 1089
35 44 79 693 354 1047 1126
36 18 54 705 343 1048 1102
42 18 60 701 347 1048 1108
28 74 102 709 340 1049 1151
24 78 102 711 339 1050 1152
68 4 72 671 379 1050 1122
73 22 95 691 359 1050 1145
39 4 43 725 326 1051 1094
39 5 44 724 327 1051 1095
45 3 48 706 346 1052 1100
23 26 49 692 360 1052 1101
60 9 69 702 350 1052 1121
90 32 122 677 375 1052 1174
47 16 63 704 349 1053 1116
41 7 48 706 347 1053 1101
54 23 77 710 344 1054 1131
26 30 56 707 347 1054 1110
63 28 91 698 357 1055 1146
36 8 44 718 337 1055 1099
54 15 69 696 359 1055 1124
64 9 73 685 370 1055 1128
67 10 77 691 365 1056 1133
37 14 51 709 347 1056 1107
32 20 52 684 373 1057 1109
34 5 39 716 341 1057 1096
63 10 73 686 371 1057 1130
283 64 347 478 580 1058 1405
77 49 126 681 377 1058 1184
59 26 85 682 376 1058 1143
55 13 68 685 374 1059 1127
28 50 78 681 378 1059 1137
50 3 53 694 365 1059 1112
39 10 49 705 355 1060 1109
74 9 83 662 398 1060 1143
61 14 75 675 385 1060 1135
59 11 70 680 380 1060 1130
46 11 57 697 365 1062 1119
53 11 64 679 383 1062 1126
25 82 107 697 365 1062 1169
36 13 49 683 379 1062 1111
33 8 41 683 380 1063 1104
57 5 62 681 382 1063 1125
39 9 48 693 371 1064 1112
51 6 57 673 391 1064 1121
60 17 77 657 407 1064 1141
27 13 40 687 377 1064 1104
30 95 125 692 373 1065 1190
69 11 80 667 398 1065 1145
35 19 54 688 377 1065 1119
19 34 53 681 384 1065 1118
66 13 79 661 405 1066 1145
40 14 54 666 400 1066 1120
56 19 75 663 404 1067 1142
60 14 74 662 405 1067 1141
49 16 65 677 391 1068 1133
46 42 88 664 405 1069 1157
49 6 55 660 409 1069 1124
37 17 54 663 406 1069 1123
22 63 85 672 398 1070 1155
56 14 70 664 406 1070 1140
44 16 60 670 400 1070 1130
35 92 127 669 401 1070 1197
73 18 91 649 421 1070 1161
78 9 87 641 430 1071 1158
60 6 66 649 422 1071 1137
43 7 50 657 414 1071 1121
59 23 82 654 418 1072 1154
48 15 63 665 408 1073 1136
65 16 81 641 432 1073 1154
37 65 102 651 422 1073 1175
69 35 104 645 428 1073 1177
53 11 64 649 424 1073 1137
46 28 74 653 421 1074 1148
46 18 64 657 417 1074 1138
57 17 74 648 426 1074 1148
52 16 68 639 435 1074 1142
20 19 39 647 427 1074 1113
41 16 57 610 464 1074 1131
57 11 68 633 441 1074 1142
254 38 292 454 621 1075 1367
64 22 86 635 441 1076 1162
35 19 54 653 423 1076 1130
48 21 69 652 424 1076 1145
37 19 56 658 418 1076 1132
35 41 76 643 434 1077 1153
66 57 123 632 445 1077 1200
67 35 102 628 449 1077 1179
53 22 75 637 440 1077 1152
53 8 61 626 452 1078 1139
56 14 70 636 442 1078 1148
74 44 118 614 464 1078 1196
50 8 58 630 448 1078 1136
53 43 96 634 444 1078 1174
35 11 46 645 433 1078 1124
45 27 72 627 452 1079 1151
46 22 68 637 442 1079 1147
50 25 75 634 445 1079 1154
121 69 190 568 512 1080 1270
38 18 56 644 436 1080 1136
60 26 86 623 458 1081 1167
48 14 62 633 448 1081 1143
45 9 54 636 445 1081 1135
48 4 52 624 457 1081 1133
68 17 85 606 475 1081 1166
91 16 107 582 500 1082 1189
46 8 54 621 462 1083 1137
18 80 98 644 439 1083 1181
44 2 46 614 470 1084 1130
75 9 84 598 487 1085 1169
57 15 72 615 471 1086 1158
206 69 275 471 615 1086 1361
52 26 78 622 464 1086 1164
46 10 56 623 463 1086 1142
60 13 73 608 479 1087 1160
67 13 80 603 484 1087 1167
76 25 101 594 493 1087 1188
41 19 60 618 469 1087 1147
72 46 118 595 492 1087 1205
50 27 77 608 480 1088 1165
56 27 83 605 483 1088 1171
61 6 67 600 488 1088 1155
238 34 272 428 660 1088 1360
57 45 102 606 483 1089 1191
54 15 69 609 480 1089 1158
164 50 214 499 590 1089 1303
58 7 65 600 489 1089 1154
79 43 122 582 507 1089 1211
68 9 77 592 497 1089 1166
62 21 83 593 496 1089 1172
51 32 83 597 493 1090 1173
52 15 67 604 486 1090 1157
20 45 65 604 486 1090 1155
46 15 61 599 492 1091 1152
54 26 80 594 497 1091 1171
212 60 272 441 651 1092 1364
43 19 62 598 494 1092 1154
58 13 71 591 501 1092 1163
54 31 85 588 505 1093 1178
53 10 63 586 507 1093 1156
69 8 77 574 519 1093 1170
30 20 50 605 488 1093 1143
41 24 65 594 499 1093 1158
62 18 80 579 514 1093 1173
43 9 52 594 500 1094 1146
64 43 107 579 515 1094 1201
35 35 70 593 501 1094 1164
54 9 63 579 516 1095 1158
69 38 107 568 527 1095 1202
197 51 248 442 653 1095 1343
52 7 59 583 513 1096 1155
37 13 50 595 501 1096 1146
207 45 252 429 667 1096 1348
61 17 78 570 526 1096 1174
40 8 48 585 511 1096 1144
38 23 61 592 504 1096 1157
153 50 203 479 618 1097 1300
55 9 64 568 529 1097 1161
42 19 61 585 512 1097 1158
89 58 147 540 557 1097 1244
135 75 210 493 604 1097 1307
181 46 227 446 651 1097 1324
40 36 76 577 520 1097 1173
81 40 121 543 555 1098 1219
43 16 59 572 526 1098 1157
53 27 80 561 537 1098 1178
49 25 74 565 534 1099 1173
39 13 52 579 520 1099 1151
37 20 57 575 524 1099 1156
60 28 88 557 542 1099 1187
46 38 84 564 535 1099 1183
66 52 118 551 548 1099 1217
80 27 107 534 566 1100 1207
177 70 247 438 662 1100 1347
24 21 45 581 519 1100 1145
53 16 69 553 547 1100 1169
55 48 103 555 546 1101 1204
60 16 76 548 553 1101 1177
30 56 86 574 527 1101 1187
46 14 60 559 542 1101 1161
145 77 222 463 639 1102 1324
84 47 131 521 581 1102 1233
52 9 61 547 555 1102 1163
44 10 54 551 551 1102 1156
68 25 93 535 567 1102 1195
192 52 244 411 691 1102 1346
44 41 85 551 551 1102 1187
44 34 78 548 554 1102 1180
50 11 61 543 559 1102 1163
28 27 55 553 550 1103 1158
39 30 69 553 550 1103 1172
41 22 63 554 549 1103 1166
49 22 71 542 562 1104 1175
172 54 226 423 681 1104 1330
43 63 106 551 553 1104 1210
41 18 59 547 557 1104 1163
56 25 81 536 568 1104 1185
97 57 154 494 610 1104 1258
33 17 50 537 567 1104 1154
38 42 80 541 563 1104 1184
216 59 275 372 732 1104 1379
53 31 84 533 571 1104 1188
34 23 57 541 563 1104 1161
80 20 100 502 602 1104 1204
34 15 49 550 555 1105 1154
55 59 114 526 579 1105 1219
39 19 58 541 564 1105 1163
115 37 152 465 640 1105 1257
193 72 265 387 718 1105 1370
96 50 146 482 623 1105 1251
60 71 131 516 589 1105 1236
114 81 195 463 642 1105 1300
26 54 80 524 581 1105 1185
40 31 71 530 576 1106 1177
52 28 80 517 589 1106 1186
204 74 278 369 737 1106 1384
19 22 41 538 569 1107 1148
41 53 94 525 582 1107 1201
63 55 118 507 600 1107 1225
192 66 258 377 730 1107 1365
49 10 59 517 590 1107 1166
58 63 121 508 600 1108 1229
71 20 91 493 615 1108 1199
48 11 59 509 599 1108 1167
58 43 101 501 607 1108 1209
201 48 249 362 746 1108 1357
56 40 96 505 604 1109 1205
138 97 235 423 686 1109 1344
58 33 91 500 609 1109 1200
52 34 86 507 602 1109 1195
43 13 56 514 595 1109 1165
46 9 55 506 603 1109 1164
61 39 100 494 615 1109 1209
55 33 88 497 613 1110 1198
53 24 77 496 614 1110 1187
50 31 81 503 607 1110 1191
182 70 252 370 740 1110 1362
56 62 118 494 616 1110 1228
136 74 210 414 696 1110 1320
42 40 82 500 611 1111 1193
185 73 258 363 748 1111 1369
46 27 73 499 612 1111 1184
22 34 56 522 589 1111 1167
40 11 51 499 613 1112 1163
46 51 97 495 617 1112 1209
39 25 64 495 618 1113 1177
33 16 49 504 609 1113 1162
50 18 68 490 623 1113 1181
190 64 254 350 763 1113 1367
62 59 121 474 639 1113 1234
60 34 94 478 635 1113 1207
33 34 67 496 618 1114 1181
80 33 113 455 659 1114 1227
74 31 105 460 655 1115 1220
42 34 76 491 624 1115 1191
58 39 97 473 642 1115 1212
25 59 84 497 619 1116 1200
99 52 151 432 684 1116 1267
44 18 62 483 633 1116 1178
159 61 220 370 746 1116 1336
64 23 87 463 653 1116 1203
33 39 72 489 628 1117 1189
32 19 51 490 627 1117 1168
48 63 111 476 641 1117 1228
20 11 31 491 626 1117 1148
178 85 263 345 772 1117 1380
53 47 100 469 649 1118 1218
173 79 252 348 770 1118 1370
104 59 163 416 702 1118 1281
108 76 184 411 707 1118 1302
149 74 223 369 749 1118 1341
36 28 64 480 638 1118 1182
53 60 113 463 655 1118 1231
64 73 137 451 667 1118 1255
137 83 220 377 741 1118 1338
