outdeg1 indeg1 totaldeg1 outdeg2 indeg2 totaldeg2 totaldeg
1 0 1 2 0 2 3
5 0 5 2 0 2 7
2 0 2 2 0 2 4
1 0 1 2 0 2 3
1 0 1 2 0 2 3
1 0 1 2 0 2 3
2 0 2 2 0 2 4
1 0 1 2 0 2 3
1 0 1 2 0 2 3
2 0 2 2 0 2 4
1 3 4 2 0 2 6
3 0 3 2 0 2 5
1 0 1 2 0 2 3
0 1 1 2 0 2 3
4 0 4 2 0 2 6
1 0 1 2 0 2 3
2 1 3 2 0 2 5
3 0 3 2 0 2 5
4 0 4 2 0 2 6
1 0 1 2 0 2 3
2 0 2 2 0 2 4
1 2 3 2 0 2 5
3 0 3 2 0 2 5
1 0 1 2 0 2 3
4 0 4 2 0 2 6
2 0 2 2 0 2 4
1 0 1 2 0 2 3
1 1 2 2 0 2 4
1 0 1 2 0 2 3
2 0 2 2 0 2 4
1 0 1 2 0 2 3
1 0 1 2 0 2 3
1 0 1 2 0 2 3
1 0 1 2 0 2 3
2 0 2 2 0 2 4
1 0 1 2 0 2 3
2 0 2 2 0 2 4
2 0 2 2 0 2 4
7 1 8 2 0 2 10
1 1 2 2 0 2 4
2 0 2 2 0 2 4
1 0 1 2 0 2 3
1 0 1 2 0 2 3
3 0 3 2 0 2 5
1 0 1 2 0 2 3
1 0 1 2 0 2 3
6 2 8 2 0 2 10
4 1 5 2 0 2 7
7 0 7 2 0 2 9
1 0 1 2 0 2 3
1 0 1 2 0 2 3
3 0 3 2 0 2 5
1 1 2 2 0 2 4
1 0 1 2 0 2 3
2 0 2 2 0 2 4
1 0 1 2 0 2 3
5 3 8 2 0 2 10
0 1 1 2 0 2 3
1 0 1 2 0 2 3
11 0 11 2 0 2 13
1 0 1 2 0 2 3
3 0 3 2 0 2 5
2 1 3 2 0 2 5
3 0 3 2 0 2 5
1 0 1 2 0 2 3
2 1 3 2 0 2 5
2 0 2 2 0 2 4
1 1 2 2 0 2 4
1 0 1 2 0 2 3
1 0 1 2 0 2 3
1 0 1 1 1 2 3
1 0 1 2 0 2 3
1 0 1 2 0 2 3
3 0 3 2 0 2 5
1 0 1 2 0 2 3
2 0 2 2 0 2 4
1 1 2 2 0 2 4
1 2 3 1 1 2 5
1 0 1 2 0 2 3
1 0 1 2 0 2 3
1 1 2 2 0 2 4
1 1 2 2 0 2 4
1 0 1 2 0 2 3
0 2 2 2 0 2 4
1 0 1 2 0 2 3
2 0 2 2 0 2 4
1 1 2 2 0 2 4
1 2 3 2 0 2 5
1 0 1 2 0 2 3
1 0 1 2 0 2 3
1 0 1 2 0 2 3
4 4 8 2 0 2 10
2 0 2 2 0 2 4
1 0 1 2 0 2 3
1 1 2 2 0 2 4
1 0 1 2 0 2 3
1 1 2 2 0 2 4
1 0 1 2 0 2 3
1 0 1 2 0 2 3
2 1 3 2 0 2 5
1 0 1 2 0 2 3
1 0 1 2 0 2 3
2 1 3 2 0 2 5
1 0 1 2 0 2 3
1 0 1 2 0 2 3
1 1 2 2 0 2 4
3 5 8 2 0 2 10
1 0 1 2 0 2 3
1 1 2 1 1 2 4
1 1 2 2 0 2 4
1 0 1 2 0 2 3
1 1 2 2 0 2 4
1 0 1 2 0 2 3
1 0 1 2 0 2 3
0 1 1 2 0 2 3
2 0 2 2 0 2 4
1 1 2 2 0 2 4
1 0 1 2 0 2 3
1 2 3 2 0 2 5
2 6 8 2 0 2 10
1 1 2 2 0 2 4
1 0 1 2 0 2 3
1 0 1 2 0 2 3
2 0 2 2 0 2 4
1 1 2 2 0 2 4
2 0 2 2 0 2 4
1 0 1 2 0 2 3
2 3 5 2 0 2 7
1 1 2 2 0 2 4
1 0 1 2 0 2 3
2 0 2 2 0 2 4
1 0 1 2 0 2 3
1 2 3 2 0 2 5
1 0 1 2 0 2 3
1 0 1 2 0 2 3
1 0 1 2 0 2 3
5 0 5 2 0 2 7
5 0 5 2 0 2 7
2 0 2 2 0 2 4
1 1 2 2 0 2 4
1 0 1 2 0 2 3
1 2 3 2 0 2 5
3 2 5 2 0 2 7
1 2 3 2 0 2 5
2 0 2 2 0 2 4
1 0 1 2 0 2 3
1 1 2 2 0 2 4
1 0 1 2 0 2 3
1 7 8 2 0 2 10
1 1 2 2 0 2 4
2 3 5 2 0 2 7
1 0 1 2 0 2 3
1 1 2 2 0 2 4
1 0 1 3 0 3 4
9 0 9 3 0 3 12
1 0 1 3 0 3 4
2 0 2 3 0 3 5
1 0 1 3 0 3 4
1 0 1 3 0 3 4
1 0 1 3 0 3 4
1 0 1 3 0 3 4
1 0 1 3 0 3 4
2 0 2 3 0 3 5
1 0 1 3 0 3 4
0 1 1 3 0 3 4
3 0 3 3 0 3 6
1 0 1 3 0 3 4
2 0 2 3 0 3 5
2 2 4 3 0 3 7
2 1 3 3 0 3 6
2 0 2 3 0 3 5
2 0 2 3 0 3 5
2 1 3 3 0 3 6
2 0 2 3 0 3 5
1 0 1 3 0 3 4
1 0 1 3 0 3 4
2 0 2 3 0 3 5
1 2 3 2 1 3 6
0 1 1 3 0 3 4
1 0 1 3 0 3 4
8 0 8 3 0 3 11
3 0 3 3 0 3 6
1 0 1 3 0 3 4
2 1 3 3 0 3 6
1 1 2 3 0 3 5
3 0 3 3 0 3 6
3 0 3 3 0 3 6
3 0 3 3 0 3 6
1 0 1 3 0 3 4
2 0 2 3 0 3 5
7 0 7 3 0 3 10
2 0 2 3 0 3 5
1 0 1 3 0 3 4
8 0 8 3 0 3 11
1 1 2 2 1 3 5
10 0 10 3 0 3 13
1 1 2 3 0 3 5
1 0 1 3 0 3 4
1 1 2 3 0 3 5
4 0 4 3 0 3 7
0 1 1 1 2 3 4
7 1 8 3 0 3 11
3 0 3 3 0 3 6
1 0 1 3 0 3 4
2 1 3 3 0 3 6
9 1 10 3 0 3 13
1 0 1 2 1 3 4
0 1 1 1 2 3 4
4 1 5 3 0 3 8
2 1 3 3 0 3 6
0 1 1 1 2 3 4
1 1 2 1 2 3 5
2 0 2 3 0 3 5
2 0 2 3 0 3 5
1 0 1 3 0 3 4
1 0 1 3 0 3 4
2 0 2 3 0 3 5
1 0 1 3 0 3 4
2 0 2 3 0 3 5
1 1 2 3 0 3 5
1 0 1 3 0 3 4
1 0 1 3 0 3 4
8 2 10 3 0 3 13
2 0 2 3 0 3 5
2 0 2 3 0 3 5
2 0 2 3 0 3 5
1 0 1 3 0 3 4
3 1 4 3 0 3 7
2 0 2 3 0 3 5
3 0 3 3 0 3 6
2 0 2 3 0 3 5
1 0 1 3 0 3 4
2 1 3 2 1 3 6
1 0 1 1 2 3 4
1 1 2 3 0 3 5
3 0 3 3 0 3 6
4 1 5 3 0 3 8
6 2 8 3 0 3 11
4 0 4 3 0 3 7
2 1 3 3 0 3 6
1 1 2 3 0 3 5
1 1 2 3 0 3 5
1 0 1 3 0 3 4
1 1 2 3 0 3 5
2 0 2 3 0 3 5
3 1 4 3 0 3 7
2 1 3 3 0 3 6
1 2 3 2 1 3 6
1 0 1 3 0 3 4
1 0 1 3 0 3 4
2 0 2 3 0 3 5
1 1 2 3 0 3 5
1 2 3 3 0 3 6
1 0 1 3 0 3 4
2 1 3 3 0 3 6
7 3 10 3 0 3 13
2 0 2 3 0 3 5
1 1 2 3 0 3 5
1 1 2 3 0 3 5
2 1 3 3 0 3 6
1 0 1 2 1 3 4
1 0 1 3 0 3 4
1 0 1 3 0 3 4
0 2 2 3 0 3 5
1 0 1 3 0 3 4
2 0 2 3 0 3 5
1 0 1 3 0 3 4
1 0 1 3 0 3 4
2 2 4 3 0 3 7
1 0 1 3 0 3 4
6 1 7 3 0 3 10
4 0 4 3 0 3 7
1 0 1 3 0 3 4
1 2 3 3 0 3 6
1 0 1 3 0 3 4
2 1 3 2 1 3 6
2 1 3 3 0 3 6
2 0 2 3 0 3 5
1 1 2 3 0 3 5
5 2 7 3 0 3 10
3 1 4 3 0 3 7
2 2 4 3 0 3 7
2 0 2 3 0 3 5
1 1 2 3 0 3 5
1 0 1 3 0 3 4
1 0 1 2 1 3 4
1 0 1 3 0 3 4
4 3 7 3 0 3 10
1 2 3 3 0 3 6
1 0 1 3 0 3 4
6 4 10 3 0 3 13
1 1 2 3 0 3 5
1 3 4 3 0 3 7
3 4 7 3 0 3 10
5 0 5 3 0 3 8
1 0 1 3 0 3 4
2 1 3 3 0 3 6
1 0 1 3 0 3 4
1 1 2 3 0 3 5
1 2 3 3 0 3 6
1 2 3 2 1 3 6
2 0 2 3 0 3 5
1 1 2 3 0 3 5
1 1 2 3 0 3 5
1 1 2 3 0 3 5
2 1 3 3 0 3 6
0 2 2 2 1 3 5
2 5 7 3 0 3 10
1 0 1 3 0 3 4
1 2 3 3 0 3 6
3 0 3 2 1 3 6
1 1 2 3 0 3 5
1 2 3 3 0 3 6
1 0 1 2 1 3 4
1 1 2 3 0 3 5
5 3 8 3 0 3 11
1 0 1 3 0 3 4
1 1 2 2 1 3 5
1 3 4 3 0 3 7
1 0 1 3 0 3 4
1 1 2 3 0 3 5
1 0 1 2 1 3 4
1 1 2 3 0 3 5
1 6 7 3 0 3 10
1 0 1 2 1 3 4
1 0 1 3 0 3 4
1 0 1 3 0 3 4
1 2 3 3 0 3 6
1 1 2 3 0 3 5
1 1 2 3 0 3 5
1 1 2 4 0 4 6
1 0 1 4 0 4 5
2 0 2 4 0 4 6
1 1 2 4 0 4 6
1 1 2 3 1 4 6
1 0 1 4 0 4 5
3 4 7 4 0 4 11
2 0 2 4 0 4 6
1 0 1 4 0 4 5
2 0 2 4 0 4 6
2 0 2 4 0 4 6
1 0 1 2 2 4 5
2 1 3 4 0 4 7
2 1 3 4 0 4 7
1 0 1 2 2 4 5
3 0 3 4 0 4 7
5 0 5 3 1 4 9
7 0 7 4 0 4 11
1 0 1 4 0 4 5
2 0 2 4 0 4 6
2 0 2 3 1 4 6
1 1 2 3 1 4 6
1 0 1 4 0 4 5
2 0 2 4 0 4 6
1 0 1 2 2 4 5
1 0 1 4 0 4 5
1 1 2 2 2 4 6
2 0 2 4 0 4 6
6 1 7 4 0 4 11
2 0 2 4 0 4 6
2 0 2 4 0 4 6
5 2 7 4 0 4 11
2 1 3 3 1 4 7
1 0 1 4 0 4 5
1 1 2 4 0 4 6
1 0 1 4 0 4 5
1 0 1 4 0 4 5
1 0 1 4 0 4 5
4 3 7 4 0 4 11
2 0 2 4 0 4 6
1 0 1 4 0 4 5
2 2 4 4 0 4 8
3 4 7 4 0 4 11
1 0 1 3 1 4 5
2 0 2 4 0 4 6
3 0 3 4 0 4 7
0 1 1 3 1 4 5
2 0 2 4 0 4 6
2 0 2 4 0 4 6
3 0 3 4 0 4 7
1 1 2 4 0 4 6
2 1 3 4 0 4 7
1 0 1 4 0 4 5
1 0 1 4 0 4 5
1 0 1 4 0 4 5
1 0 1 4 0 4 5
1 0 1 3 1 4 5
2 0 2 4 0 4 6
2 0 2 4 0 4 6
1 1 2 3 1 4 6
1 1 2 4 0 4 6
2 0 2 2 2 4 6
2 1 3 4 0 4 7
2 0 2 4 0 4 6
1 0 1 4 0 4 5
1 0 1 4 0 4 5
0 4 4 3 1 4 8
1 1 2 4 0 4 6
1 0 1 4 0 4 5
2 0 2 4 0 4 6
1 1 2 4 0 4 6
2 0 2 4 0 4 6
2 0 2 4 0 4 6
1 0 1 4 0 4 5
1 0 1 3 1 4 5
2 1 3 4 0 4 7
1 0 1 4 0 4 5
1 2 3 4 0 4 7
2 5 7 3 1 4 11
4 0 4 4 0 4 8
1 0 1 3 1 4 5
1 1 2 3 1 4 6
3 0 3 4 0 4 7
1 0 1 4 0 4 5
2 1 3 4 0 4 7
1 0 1 4 0 4 5
1 0 1 3 1 4 5
2 0 2 4 0 4 6
2 1 3 4 0 4 7
1 0 1 4 0 4 5
1 1 2 4 0 4 6
2 0 2 4 0 4 6
1 0 1 3 1 4 5
4 3 7 4 0 4 11
2 0 2 3 1 4 6
2 0 2 4 0 4 6
2 5 7 4 0 4 11
1 0 1 3 1 4 5
1 1 2 4 0 4 6
2 1 3 4 0 4 7
1 1 2 4 0 4 6
2 0 2 2 2 4 6
1 3 4 3 1 4 8
3 0 3 4 0 4 7
2 0 2 4 0 4 6
1 3 4 4 0 4 8
0 1 1 4 0 4 5
0 1 1 3 1 4 5
2 1 3 4 0 4 7
1 6 7 4 0 4 11
1 1 2 2 2 4 6
1 0 1 4 0 4 5
2 0 2 2 2 4 6
3 1 4 4 0 4 8
1 2 3 4 0 4 7
1 1 2 4 0 4 6
2 0 2 2 2 4 6
1 0 1 4 0 4 5
2 0 2 4 0 4 6
1 1 2 4 0 4 6
0 1 1 2 2 4 5
2 0 2 4 0 4 6
1 0 1 2 2 4 5
1 0 1 2 2 4 5
1 0 1 2 2 4 5
1 1 2 4 0 4 6
2 0 2 4 0 4 6
1 2 3 4 0 4 7
1 1 2 4 0 4 6
1 3 4 3 1 4 8
1 0 1 3 1 4 5
1 0 1 2 2 4 5
1 0 1 2 2 4 5
1 1 2 4 0 4 6
1 1 2 4 0 4 6
1 2 3 4 0 4 7
7 1 8 4 0 4 12
3 0 3 4 0 4 7
1 1 2 4 0 4 6
1 0 1 4 0 4 5
2 0 2 4 0 4 6
6 0 6 3 1 4 10
1 2 3 3 1 4 7
1 1 2 4 0 4 6
3 0 3 4 0 4 7
1 0 1 4 0 4 5
2 1 3 2 2 4 7
2 1 3 4 0 4 7
3 0 3 4 0 4 7
2 1 3 4 0 4 7
1 0 1 4 0 4 5
1 6 7 3 1 4 11
2 0 2 2 2 4 6
1 1 2 4 0 4 6
1 2 3 4 0 4 7
2 1 3 4 0 4 7
1 0 1 4 0 4 5
3 4 7 4 0 4 11
1 1 2 4 0 4 6
1 1 2 3 1 4 6
2 1 3 4 0 4 7
1 0 1 2 2 4 5
2 0 2 3 1 4 6
1 0 1 4 0 4 5
1 2 3 2 2 4 7
2 1 3 4 0 4 7
2 0 2 4 1 5 7
1 0 1 5 0 5 6
1 0 1 5 0 5 6
1 0 1 5 0 5 6
1 0 1 5 0 5 6
2 0 2 5 0 5 7
3 0 3 5 0 5 8
2 1 3 2 3 5 8
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 5 0 5 6
3 0 3 5 0 5 8
1 0 1 5 0 5 6
13 0 13 5 0 5 18
2 0 2 5 0 5 7
1 0 1 5 0 5 6
4 3 7 3 2 5 12
1 0 1 5 0 5 6
1 0 1 4 1 5 6
1 0 1 5 0 5 6
2 1 3 5 0 5 8
2 0 2 3 2 5 7
2 0 2 5 0 5 7
1 0 1 4 1 5 6
12 1 13 5 0 5 18
11 2 13 5 0 5 18
1 1 2 4 1 5 7
2 1 3 5 0 5 8
1 1 2 4 1 5 7
2 0 2 5 0 5 7
4 0 4 5 0 5 9
10 3 13 5 0 5 18
9 4 13 5 0 5 18
8 5 13 5 0 5 18
7 6 13 5 0 5 18
1 0 1 5 0 5 6
2 0 2 3 2 5 7
3 0 3 5 0 5 8
6 0 6 5 0 5 11
2 0 2 5 0 5 7
2 0 2 5 0 5 7
1 0 1 5 0 5 6
1 0 1 5 0 5 6
1 0 1 5 0 5 6
5 1 6 5 0 5 11
4 2 6 5 0 5 11
2 0 2 5 0 5 7
4 2 6 5 0 5 11
1 20 21 5 0 5 26
8 1 9 4 1 5 14
6 1 7 4 1 5 12
2 0 2 3 2 5 7
6 7 13 5 0 5 18
2 0 2 5 0 5 7
1 2 3 5 0 5 8
3 0 3 5 0 5 8
1 0 1 5 0 5 6
2 0 2 5 0 5 7
1 0 1 5 0 5 6
3 3 6 5 0 5 11
1 0 1 5 0 5 6
1 2 3 2 3 5 8
1 0 1 5 0 5 6
1 0 1 3 2 5 6
1 1 2 5 0 5 7
3 0 3 5 0 5 8
2 2 4 4 1 5 9
1 0 1 5 0 5 6
3 0 3 5 0 5 8
2 1 3 5 0 5 8
2 1 3 4 1 5 8
1 1 2 5 0 5 7
2 0 2 5 0 5 7
1 0 1 3 2 5 6
1 1 2 2 3 5 7
2 0 2 5 0 5 7
2 0 2 5 0 5 7
3 4 7 5 0 5 12
4 0 4 5 0 5 9
5 8 13 5 0 5 18
2 1 3 5 0 5 8
4 9 13 5 0 5 18
3 0 3 5 0 5 8
1 0 1 3 2 5 6
1 2 3 5 0 5 8
2 0 2 5 0 5 7
7 1 8 5 0 5 13
2 2 4 4 1 5 9
1 0 1 3 2 5 6
2 1 3 5 0 5 8
1 1 2 5 0 5 7
1 0 1 2 3 5 6
11 0 11 5 0 5 16
2 0 2 5 0 5 7
2 5 7 5 0 5 12
1 1 2 5 0 5 7
2 0 2 5 0 5 7
1 0 1 1 4 5 6
1 1 2 5 0 5 7
2 0 2 5 0 5 7
3 0 3 5 0 5 8
1 0 1 5 0 5 6
1 1 2 5 0 5 7
1 1 2 5 0 5 7
6 2 8 5 0 5 13
2 4 6 5 0 5 11
3 10 13 5 0 5 18
2 2 4 5 0 5 9
1 0 1 5 0 5 6
1 1 2 5 0 5 7
1 0 1 1 4 5 6
2 0 2 5 0 5 7
0 2 2 4 1 5 7
1 1 2 5 0 5 7
1 5 6 5 0 5 11
2 11 13 5 0 5 18
2 0 2 3 2 5 7
2 0 2 5 0 5 7
2 1 3 5 0 5 8
2 0 2 5 0 5 7
4 0 4 5 0 5 9
1 0 1 5 0 5 6
1 1 2 5 0 5 7
2 3 5 5 0 5 10
5 3 8 5 0 5 13
1 0 1 5 0 5 6
1 0 1 3 2 5 6
1 1 2 5 0 5 7
3 4 7 4 1 5 12
2 0 2 3 2 5 7
1 0 1 4 1 5 6
1 3 4 3 2 5 9
2 0 2 5 0 5 7
1 0 1 4 1 5 6
2 0 2 5 0 5 7
3 2 5 5 0 5 10
1 1 2 3 2 5 7
3 1 4 5 0 5 9
1 0 1 5 0 5 6
1 12 13 5 0 5 18
2 0 2 5 0 5 7
2 0 2 5 0 5 7
2 0 2 5 0 5 7
1 0 1 4 1 5 6
2 0 2 5 0 5 7
1 2 3 5 0 5 8
1 3 4 3 2 5 9
1 1 2 2 3 5 7
2 0 2 5 1 6 8
2 0 2 6 0 6 8
1 0 1 4 2 6 7
1 0 1 6 0 6 7
5 0 5 6 0 6 11
1 0 1 2 4 6 7
1 1 2 6 0 6 8
19 0 19 6 0 6 25
0 2 2 3 3 6 8
1 0 1 6 0 6 7
2 0 2 6 0 6 8
18 1 19 6 0 6 25
2 1 3 4 2 6 9
3 0 3 6 0 6 9
1 1 2 3 3 6 8
3 0 3 6 0 6 9
1 0 1 6 0 6 7
17 2 19 6 0 6 25
2 0 2 6 0 6 8
16 3 19 6 0 6 25
2 0 2 6 0 6 8
4 2 6 6 0 6 12
15 4 19 6 0 6 25
3 0 3 6 0 6 9
2 0 2 6 0 6 8
2 0 2 5 1 6 8
4 1 5 5 1 6 11
1 0 1 1 5 6 7
2 0 2 6 0 6 8
14 5 19 6 0 6 25
1 1 2 6 0 6 8
2 1 3 6 0 6 9
1 2 3 6 0 6 9
0 3 3 6 0 6 9
4 1 5 6 0 6 11
2 0 2 6 0 6 8
1 4 5 6 0 6 11
2 1 3 5 1 6 9
13 6 19 6 0 6 25
12 7 19 6 0 6 25
2 0 2 6 0 6 8
1 0 1 6 0 6 7
4 1 5 6 0 6 11
1 0 1 6 0 6 7
1 0 1 6 0 6 7
1 0 1 6 0 6 7
2 0 2 6 0 6 8
1 1 2 6 0 6 8
2 0 2 6 0 6 8
1 0 1 3 3 6 7
3 0 3 5 1 6 9
1 0 1 6 0 6 7
1 0 1 6 0 6 7
2 0 2 6 0 6 8
1 0 1 6 0 6 7
6 0 6 6 0 6 12
1 0 1 6 0 6 7
1 0 1 6 0 6 7
1 0 1 6 0 6 7
2 0 2 4 2 6 8
1 0 1 4 2 6 7
1 0 1 6 0 6 7
3 2 5 6 0 6 11
4 0 4 6 0 6 10
2 3 5 4 2 6 11
1 0 1 6 0 6 7
3 3 6 3 3 6 12
3 4 7 6 0 6 13
2 0 2 6 0 6 8
2 0 2 4 2 6 8
2 0 2 6 0 6 8
1 1 2 5 1 6 8
1 1 2 6 0 6 8
2 3 5 3 3 6 11
3 0 3 6 0 6 9
2 0 2 6 0 6 8
2 0 2 6 0 6 8
11 8 19 6 0 6 25
2 0 2 6 0 6 8
10 9 19 6 0 6 25
2 0 2 6 0 6 8
2 0 2 6 0 6 8
15 0 15 3 3 6 21
1 1 2 5 1 6 8
1 0 1 6 0 6 7
1 1 2 6 0 6 8
3 0 3 5 1 6 9
1 0 1 6 0 6 7
1 0 1 5 1 6 7
1 1 2 6 0 6 8
1 1 2 6 0 6 8
9 0 9 6 0 6 15
3 0 3 5 1 6 9
1 0 1 6 0 6 7
2 3 5 6 0 6 11
1 4 5 6 0 6 11
1 0 1 6 0 6 7
2 0 2 6 0 6 8
2 1 3 6 0 6 9
0 3 3 4 2 6 9
1 1 2 6 0 6 8
3 0 3 4 2 6 9
2 0 2 6 0 6 8
3 1 4 6 0 6 10
2 2 4 6 0 6 10
2 0 2 6 0 6 8
1 1 2 6 0 6 8
9 10 19 6 0 6 25
8 11 19 6 0 6 25
2 0 2 6 0 6 8
1 1 2 2 4 6 8
2 0 2 6 0 6 8
2 0 2 6 0 6 8
1 0 1 6 0 6 7
2 0 2 4 2 6 8
2 0 2 5 1 6 8
2 3 5 2 4 6 11
1 0 1 5 1 6 7
5 1 6 6 0 6 12
1 0 1 6 0 6 7
1 0 1 6 0 6 7
7 12 19 6 0 6 25
2 0 2 6 0 6 8
1 0 1 6 0 6 7
1 1 2 6 0 6 8
2 5 7 6 0 6 13
1 0 1 6 0 6 7
1 3 4 6 0 6 10
4 0 4 6 0 6 10
6 13 19 6 0 6 25
1 0 1 5 1 6 7
1 0 1 6 0 6 7
2 1 3 6 0 6 9
6 1 7 6 0 6 13
1 1 2 6 0 6 8
1 1 2 6 0 6 8
1 1 2 6 0 6 8
3 1 4 6 0 6 10
1 4 5 3 3 6 11
1 0 1 6 0 6 7
5 14 19 6 0 6 25
1 2 3 6 0 6 9
4 15 19 6 0 6 25
3 16 19 6 0 6 25
2 17 19 6 0 6 25
2 1 3 5 1 6 9
1 3 4 6 0 6 10
2 0 2 6 0 6 8
3 0 3 6 0 6 9
1 1 2 5 1 6 8
1 18 19 6 0 6 25
1 6 7 6 0 6 13
1 1 2 5 1 6 8
3 0 3 7 0 7 10
1 0 1 7 0 7 8
2 2 4 4 3 7 11
1 0 1 7 0 7 8
1 0 1 7 0 7 8
1 0 1 7 0 7 8
3 0 3 5 2 7 10
1 0 1 7 0 7 8
0 2 2 5 2 7 9
1 0 1 7 0 7 8
2 1 3 4 3 7 10
2 0 2 7 0 7 9
3 1 4 5 2 7 11
1 1 2 7 0 7 9
1 0 1 6 1 7 8
1 0 1 7 0 7 8
1 0 1 7 0 7 8
3 3 6 3 4 7 13
5 0 5 7 0 7 12
3 0 3 7 0 7 10
2 0 2 7 0 7 9
3 0 3 7 0 7 10
1 0 1 7 0 7 8
1 3 4 4 3 7 11
1 0 1 7 0 7 8
1 1 2 7 0 7 9
1 0 1 7 0 7 8
1 0 1 6 1 7 8
1 0 1 7 0 7 8
2 0 2 7 0 7 9
2 0 2 7 0 7 9
2 0 2 6 1 7 9
0 2 2 5 2 7 9
0 2 2 4 3 7 9
0 2 2 3 4 7 9
0 2 2 2 5 7 9
1 0 1 5 2 7 8
1 0 1 7 0 7 8
2 0 2 7 0 7 9
2 0 2 7 0 7 9
3 0 3 7 0 7 10
1 0 1 7 0 7 8
1 1 2 7 0 7 9
1 1 2 7 0 7 9
5 1 6 7 0 7 13
2 2 4 5 2 7 11
2 0 2 7 0 7 9
2 1 3 7 0 7 10
1 0 1 6 1 7 8
1 1 2 6 1 7 9
2 0 2 7 0 7 9
1 1 2 7 0 7 9
4 0 4 7 0 7 11
2 0 2 7 0 7 9
2 0 2 7 0 7 9
2 0 2 7 0 7 9
2 1 3 7 0 7 10
1 1 2 7 0 7 9
1 0 1 7 0 7 8
5 3 8 7 0 7 15
3 0 3 6 1 7 10
1 3 4 4 3 7 11
1 0 1 6 1 7 8
3 0 3 7 0 7 10
1 0 1 7 0 7 8
3 1 4 5 2 7 11
2 0 2 7 0 7 9
1 2 3 7 0 7 10
1 0 1 7 0 7 8
1 0 1 7 0 7 8
2 0 2 4 3 7 9
1 0 1 7 0 7 8
3 1 4 7 0 7 11
1 1 2 4 3 7 9
11 0 11 7 0 7 18
3 0 3 7 0 7 10
1 0 1 7 0 7 8
2 1 3 7 0 7 10
2 2 4 5 2 7 11
1 0 1 4 3 7 8
3 0 3 7 0 7 10
3 0 3 7 0 7 10
1 0 1 7 0 7 8
1 0 1 6 1 7 8
0 2 2 1 6 7 9
1 0 1 5 2 7 8
2 1 3 7 0 7 10
1 0 1 7 0 7 8
1 0 1 6 1 7 8
1 0 1 7 0 7 8
1 0 1 6 1 7 8
4 2 6 7 0 7 13
2 0 2 6 1 7 9
2 1 3 7 0 7 10
2 1 3 7 0 7 10
2 1 3 7 0 7 10
3 0 3 7 0 7 10
1 0 1 6 1 7 8
1 0 1 6 1 7 8
1 1 2 7 0 7 9
3 1 4 6 1 7 11
2 2 4 4 3 7 11
2 0 2 7 0 7 9
